Time(s),Position(V)
1299.263000,-0.347129
1302.263000,-0.333603
1305.261000,-0.318285
1308.261000,-0.307158
1311.261000,-0.309157
1314.261000,-0.302824
1317.261000,-0.312067
1320.262000,-0.289722
1323.260000,-0.301437
1326.260000,-0.286622
1329.260000,-0.300618
1332.260000,-0.280809
1335.260000,-0.302368
1338.258000,-0.293074
1341.259000,-0.296382
1344.259000,-0.298796
1347.259000,-0.303579
1350.259000,-0.309351
1353.257000,-0.317707
1356.257000,-0.331900
1359.257000,-0.338756
1362.258000,-0.334881
1365.258000,-0.349233
1368.258000,-0.366734
1371.256000,-0.378520
1374.256000,-0.389925
1377.256000,-0.399015
1380.256000,-0.412538
1383.256000,-0.427231
1386.255000,-0.440094
1389.255000,-0.457877
1392.255000,-0.471277
1395.255000,-0.485929
1398.255000,-0.504555
1401.253000,-0.523211
1404.253000,-0.541966
1407.255000,-0.559187
1410.253000,-0.580308
1413.253000,-0.601266
1416.253000,-0.623968
1419.253000,-0.644256
1422.253000,-0.667345
1425.251000,-0.687894
1428.252000,-0.712343
1431.252000,-0.732839
1434.252000,-0.758114
1437.252000,-0.780788
1440.250000,-0.802616
1443.250000,-0.827147
1446.250000,-0.852197
1449.250000,-0.878234
1452.251000,-0.903604
1455.251000,-0.927050
1458.249000,-0.952811
1461.249000,-0.978960
1464.249000,-1.005802
1467.249000,-1.032358
1470.249000,-1.058609
1473.248000,-1.085900
1476.248000,-1.114993
1479.248000,-1.140730
1482.248000,-1.168857
1485.248000,-1.198082
1488.246000,-1.226444
1491.246000,-1.258603
1494.247000,-1.288001
1497.247000,-1.316978
1500.247000,-1.347937
1503.247000,-1.376557
1506.245000,-1.408251
1509.245000,-1.436820
1512.245000,-1.460629
1515.245000,-1.492098
1518.246000,-1.520426
1521.244000,-1.546524
1524.244000,-1.573488
1527.245000,-1.600099
1530.243000,-1.626006
1533.243000,-1.651125
1536.243000,-1.673412
1539.244000,-1.697154
1542.244000,-1.719784
1545.242000,-1.744362
1548.242000,-1.766914
1551.242000,-1.787100
1554.242000,-1.809693
1557.242000,-1.831014
1560.241000,-1.854120
1563.241000,-1.873933
1566.241000,-1.897810
1569.241000,-1.918680
1572.241000,-1.938529
1575.241000,-1.959460
1578.239000,-1.980910
1581.239000,-2.003534
1584.240000,-2.023937
1587.240000,-2.044732
1590.240000,-2.066944
1593.238000,-2.086695
1596.238000,-2.105031
1599.238000,-2.123031
1602.238000,-2.141997
1605.239000,-2.157335
1608.237000,-2.175223
1611.237000,-2.189610
1614.237000,-2.204007
1617.237000,-2.216816
1620.237000,-2.226831
1623.235000,-2.242455
1626.236000,-2.251385
1629.236000,-2.258969
1632.236000,-2.271132
1635.236000,-2.276208
1638.236000,-2.282500
1641.234000,-2.294001
1644.234000,-2.289608
1647.234000,-2.304654
1650.235000,-2.311090
1653.235000,-2.305076
1656.233000,-2.309869
1659.233000,-2.311742
1662.233000,-2.319612
1665.233000,-2.314476
1668.233000,-2.313384
1671.232000,-2.317559
1674.232000,-2.311736
1677.232000,-2.303081
1680.232000,-2.310773
1683.232000,-2.307989
1686.232000,-2.293062
1689.230000,-2.287596
1692.231000,-2.284084
1695.232000,-2.287936
1698.230000,-2.275477
1701.230000,-2.269246
1704.230000,-2.260098
1707.230000,-2.252497
1710.230000,-2.242200
1713.228000,-2.231301
1716.229000,-2.221245
1719.229000,-2.211645
1722.228000,-2.197255
1725.228000,-2.184732
1728.228000,-2.171447
1731.228000,-2.154405
1734.228000,-2.139682
1737.227000,-2.122430
1740.227000,-2.109294
1743.227000,-2.092011
1746.227000,-2.071788
1749.227000,-2.055029
1752.225000,-2.035523
1755.225000,-2.015636
1758.226000,-1.996884
1761.226000,-1.976290
1764.226000,-1.954479
1767.224000,-1.936639
1770.224000,-1.917347
1773.224000,-1.896345
1776.224000,-1.874891
1779.224000,-1.867739
1782.225000,-1.835729
1785.223000,-1.815965
1788.223000,-1.797451
1791.223000,-1.779961
1794.223000,-1.759041
1797.223000,-1.740303
1800.338000,-1.717938
1803.223000,-1.696382
1806.223000,-1.676577
1809.221000,-1.656547
1812.221000,-1.634729
1815.221000,-1.614370
1818.221000,-1.591964
1821.221000,-1.571595
1824.220000,-1.545562
1827.220000,-1.523411
1830.220000,-1.501185
1833.220000,-1.476168
1836.220000,-1.452148
1839.218000,-1.429320
1842.218000,-1.404025
1845.218000,-1.379715
1848.219000,-1.354886
1851.219000,-1.327785
1854.217000,-1.307120
1857.217000,-1.282817
1860.217000,-1.259612
1863.217000,-1.237696
1866.217000,-1.217017
1869.218000,-1.192279
1872.216000,-1.168130
1875.216000,-1.148226
1878.216000,-1.128081
1881.216000,-1.101847
1884.216000,-1.083123
1887.214000,-1.060717
1890.215000,-1.043815
1893.215000,-1.031900
1896.215000,-1.005438
1899.215000,-0.988560
1902.213000,-0.970257
1905.213000,-0.967045
1908.213000,-0.941362
1911.213000,-0.928784
1914.214000,-0.918701
1917.214000,-0.897852
1920.212000,-0.891461
1923.212000,-0.871921
1926.212000,-0.865666
1929.212000,-0.848964
1932.212000,-0.836397
1935.211000,-0.833167
1938.211000,-0.812699
1941.211000,-0.804125
1944.211000,-0.791544
1947.211000,-0.787482
1950.211000,-0.773812
1953.209000,-0.764750
1956.210000,-0.764328
1959.210000,-0.757580
1962.210000,-0.758685
1965.210000,-0.738757
1968.208000,-0.742541
1971.208000,-0.740440
1974.208000,-0.736170
1977.208000,-0.724286
1980.209000,-0.733862
1983.208000,-0.720264
1986.208000,-0.717579
1989.208000,-0.722086
1992.206000,-0.729222
1995.206000,-0.722453
1998.206000,-0.730252
2001.207000,-0.731306
2004.207000,-0.736911
2007.205000,-0.737642
2010.205000,-0.730582
2013.205000,-0.741167
2016.205000,-0.741429
2019.205000,-0.756611
2022.204000,-0.754765
2025.204000,-0.763475
2028.204000,-0.771939
2031.204000,-0.780010
2034.204000,-0.763366
2037.204000,-0.774649
2040.202000,-0.798656
2043.202000,-0.803925
2046.203000,-0.812172
2049.203000,-0.825172
2052.203000,-0.835108
2055.202000,-0.842985
2058.202000,-0.857949
2061.202000,-0.867294
2064.200000,-0.878319
2067.201000,-0.889741
2070.201000,-0.901782
2073.201000,-0.916882
2076.201000,-0.926785
2079.199000,-0.941912
2082.199000,-0.956877
2085.199000,-0.970971
2088.200000,-0.985453
2091.200000,-0.999146
2094.198000,-1.014175
2097.198000,-1.030805
2100.198000,-1.045603
2103.198000,-1.063589
2106.198000,-1.082147
2109.196000,-1.098658
2112.197000,-1.115343
2115.197000,-1.132826
2118.197000,-1.151435
2121.197000,-1.167711
2124.197000,-1.186181
2127.195000,-1.205476
2130.195000,-1.223792
2133.197000,-1.243778
2136.195000,-1.263032
2139.195000,-1.283844
2142.195000,-1.298502
2145.195000,-1.320969
2148.195000,-1.341417
2151.193000,-1.362643
2154.194000,-1.381000
2157.194000,-1.404154
2160.194000,-1.422382
2163.194000,-1.443690
2166.192000,-1.457631
2169.192000,-1.479027
2172.192000,-1.499897
2175.192000,-1.520365
2178.193000,-1.536295
2181.193000,-1.555852
2184.191000,-1.574933
2187.191000,-1.593314
2190.191000,-1.608506
2193.191000,-1.621125
2196.191000,-1.642868
2199.190000,-1.657319
2202.190000,-1.673939
2205.190000,-1.691987
2208.190000,-1.704650
2211.190000,-1.719794
2214.188000,-1.733531
2217.188000,-1.746694
2220.189000,-1.764643
2223.189000,-1.778210
2226.189000,-1.787627
2229.187000,-1.800304
2232.187000,-1.813500
2235.187000,-1.825310
2238.187000,-1.838748
2241.187000,-1.850143
2244.188000,-1.861249
2247.186000,-1.871267
2250.186000,-1.880599
2253.186000,-1.891851
2256.186000,-1.903066
2259.186000,-1.912034
2262.184000,-1.923007
2265.185000,-1.929249
2268.185000,-1.941735
2271.185000,-1.945563
2274.185000,-1.950573
2277.185000,-1.957821
2280.183000,-1.953463
2283.183000,-1.969495
2286.184000,-1.977286
2289.184000,-1.982657
2292.184000,-1.985914
2295.182000,-1.988896
2298.182000,-1.991272
2301.182000,-1.989800
2304.182000,-1.996150
2307.182000,-1.985486
2310.181000,-1.984571
2313.181000,-1.987604
2316.181000,-1.990323
2319.181000,-1.984830
2322.181000,-1.977524
2325.179000,-1.975301
2328.179000,-1.981294
2331.180000,-1.980536
2334.180000,-1.970610
2337.180000,-1.966867
2340.180000,-1.960306
2343.178000,-1.953663
2346.178000,-1.950822
2349.178000,-1.947799
2352.179000,-1.935687
2355.179000,-1.944315
2358.178000,-1.917860
2361.178000,-1.909216
2364.178000,-1.903861
2367.177000,-1.894452
2370.177000,-1.896097
2373.175000,-1.877733
2376.176000,-1.870203
2379.176000,-1.856571
2382.176000,-1.848365
2385.176000,-1.835009
2388.176000,-1.822138
2391.174000,-1.812780
2394.174000,-1.804621
2397.175000,-1.790924
2400.175000,-1.778448
2403.175000,-1.770198
2406.173000,-1.754809
2409.174000,-1.742227
2412.174000,-1.730322
2415.172000,-1.716463
2418.173000,-1.702926
2421.173000,-1.693625
2424.173000,-1.682995
2427.173000,-1.666623
2430.171000,-1.652794
2433.171000,-1.644421
2436.171000,-1.624341
2439.171000,-1.613915
2442.172000,-1.594034
2445.170000,-1.579906
2448.170000,-1.570286
2451.170000,-1.551687
2454.170000,-1.534782
2457.170000,-1.517183
2460.168000,-1.501760
2463.169000,-1.489477
2466.169000,-1.467887
2469.169000,-1.453083
2472.169000,-1.436854
2475.169000,-1.419951
2478.167000,-1.404253
2481.167000,-1.385862
2484.168000,-1.369877
2487.168000,-1.353781
2490.168000,-1.335539
2493.166000,-1.321180
2496.166000,-1.302102
2499.166000,-1.288267
2502.166000,-1.286876
2505.166000,-1.265997
2508.165000,-1.243577
2511.165000,-1.230034
2514.165000,-1.216154
2517.165000,-1.199323
2520.165000,-1.186895
2523.165000,-1.167382
2526.163000,-1.160576
2529.164000,-1.148086
2532.164000,-1.128801
2535.164000,-1.126088
2538.164000,-1.106181
2541.162000,-1.092872
2544.162000,-1.084510
2547.162000,-1.069317
2550.163000,-1.055386
2553.163000,-1.044189
2556.161000,-1.039885
2559.161000,-1.025250
2562.161000,-1.019532
2565.161000,-1.009167
2568.161000,-1.014297
2571.161000,-0.989593
2574.160000,-0.977804
2577.160000,-0.982182
2580.160000,-0.972650
2583.160000,-0.958478
2586.160000,-0.949068
2589.158000,-0.943871
2592.158000,-0.933835
2595.159000,-0.939121
2598.159000,-0.926928
2601.159000,-0.923290
2604.157000,-0.914737
2607.157000,-0.917807
2610.157000,-0.927118
2613.157000,-0.906786
2616.158000,-0.918905
2619.158000,-0.890805
2622.156000,-0.894286
2625.156000,-0.889177
2628.156000,-0.900969
2631.156000,-0.911195
2634.156000,-0.885624
2637.154000,-0.904627
2640.155000,-0.906402
2643.155000,-0.897509
2646.155000,-0.881851
2649.155000,-0.890030
2652.153000,-0.907041
2655.153000,-0.888283
2658.153000,-0.896604
2661.154000,-0.914537
2664.154000,-0.914679
2667.154000,-0.920163
2670.152000,-0.916097
2673.152000,-0.918174
2676.152000,-0.926462
2679.152000,-0.928770
2682.153000,-0.937072
2685.151000,-0.938020
2688.151000,-0.943582
2691.151000,-0.948426
2694.151000,-0.954181
2697.151000,-0.961521
2700.149000,-0.966171
2703.149000,-0.972341
2706.150000,-0.981846
2709.150000,-0.983260
2712.150000,-0.994784
2715.148000,-1.004765
2718.148000,-1.008073
2721.148000,-1.011000
2724.148000,-1.009140
2727.149000,-1.036322
2730.149000,-1.044872
2733.147000,-1.052667
2736.147000,-1.063606
2739.147000,-1.074665
2742.147000,-1.084217
