Time(s),Position(V)
1248.253000,-0.512020
1251.251000,-0.501920
1254.251000,-0.481234
1257.251000,-0.463666
1260.250000,-0.451540
1263.250000,-0.435750
1266.250000,-0.420700
1269.251000,-0.406334
1272.251000,-0.394409
1275.249000,-0.385591
1278.249000,-0.381063
1281.249000,-0.373009
1284.249000,-0.362192
1287.249000,-0.342604
1290.248000,-0.355774
1293.248000,-0.335279
1296.248000,-0.344726
1299.248000,-0.319328
1302.248000,-0.317285
1305.246000,-0.313457
1308.246000,-0.324757
1311.246000,-0.310133
1314.247000,-0.318978
1317.247000,-0.302436
1320.245000,-0.308270
1323.245000,-0.311479
1326.245000,-0.316191
1329.245000,-0.322857
1332.245000,-0.325148
1335.246000,-0.315963
1338.244000,-0.326967
1341.244000,-0.339270
1344.244000,-0.335554
1347.244000,-0.350046
1350.244000,-0.352572
1353.242000,-0.361835
1356.243000,-0.373519
1359.243000,-0.377299
1362.243000,-0.392135
1365.243000,-0.397009
1368.243000,-0.409897
1371.241000,-0.422376
1374.241000,-0.431041
1377.241000,-0.442576
1380.242000,-0.458088
1383.242000,-0.469737
1386.240000,-0.482795
1389.240000,-0.498837
1392.240000,-0.512795
1395.240000,-0.529381
1398.240000,-0.545957
1401.239000,-0.560857
1404.239000,-0.579744
1407.239000,-0.598193
1410.239000,-0.617040
1413.239000,-0.634288
1416.237000,-0.651802
1419.237000,-0.670833
1422.238000,-0.690040
1425.238000,-0.708662
1428.238000,-0.730293
1431.238000,-0.751141
1434.236000,-0.770495
1437.236000,-0.791333
1440.236000,-0.809582
1443.236000,-0.830138
1446.237000,-0.853326
1449.235000,-0.874912
1452.235000,-0.896210
1455.235000,-0.919452
1458.235000,-0.938931
1461.235000,-0.960541
1464.233000,-0.984973
1467.234000,-1.004068
1470.234000,-1.029357
1473.234000,-1.049016
1476.234000,-1.057045
1479.234000,-1.063436
1482.232000,-1.081872
1485.232000,-1.108228
1488.233000,-1.131011
1491.233000,-1.154576
1494.233000,-1.198534
1497.231000,-1.237917
1500.231000,-1.261220
1503.231000,-1.281923
1506.231000,-1.305624
1509.231000,-1.331548
1512.230000,-1.356823
1515.230000,-1.379821
1518.230000,-1.404222
1521.230000,-1.426713
1524.230000,-1.448453
1527.230000,-1.467891
1530.228000,-1.490619
1533.229000,-1.513722
1536.229000,-1.533857
1539.229000,-1.554716
1542.229000,-1.575008
1545.227000,-1.593905
1548.227000,-1.613061
1551.227000,-1.628366
1554.228000,-1.647811
1557.228000,-1.663740
1560.226000,-1.681091
1563.226000,-1.697130
1566.226000,-1.709480
1569.226000,-1.726053
1572.226000,-1.739678
1575.226000,-1.755703
1578.225000,-1.770541
1581.225000,-1.781508
1584.225000,-1.793522
1587.225000,-1.801109
1590.225000,-1.816482
1593.223000,-1.827170
1596.223000,-1.836831
1599.224000,-1.847964
1602.224000,-1.860821
1605.224000,-1.866535
1608.222000,-1.877434
1611.222000,-1.886296
1614.222000,-1.897192
1617.222000,-1.902855
1620.223000,-1.907274
1623.221000,-1.916752
1626.221000,-1.922626
1629.221000,-1.925326
1632.221000,-1.931349
1635.221000,-1.939216
1638.221000,-1.937761
1641.219000,-1.944176
1644.220000,-1.949537
1647.220000,-1.950760
1650.220000,-1.938662
1653.220000,-1.945025
1656.218000,-1.953395
1659.218000,-1.940300
1662.218000,-1.942853
1665.219000,-1.949220
1668.219000,-1.934368
1671.217000,-1.943509
1674.217000,-1.945280
1677.217000,-1.923401
1680.217000,-1.931043
1683.217000,-1.920413
1686.218000,-1.921936
1689.216000,-1.903977
1692.216000,-1.901550
1695.217000,-1.902978
1698.215000,-1.884651
1701.215000,-1.879593
1704.215000,-1.888707
1707.215000,-1.860430
1710.216000,-1.866726
1713.214000,-1.844687
1716.214000,-1.834849
1719.214000,-1.823454
1722.214000,-1.810638
1725.214000,-1.803509
1728.212000,-1.789636
1731.213000,-1.783514
1734.213000,-1.771446
1737.213000,-1.757161
1740.213000,-1.741955
1743.213000,-1.732620
1746.211000,-1.717415
1749.211000,-1.704803
1752.212000,-1.689750
1755.212000,-1.675924
1758.212000,-1.665399
1761.210000,-1.647243
1764.210000,-1.630891
1767.210000,-1.615832
1770.210000,-1.605508
1773.210000,-1.584115
1776.209000,-1.566329
1779.209000,-1.546520
1782.209000,-1.529904
1785.209000,-1.516085
1788.209000,-1.497758
1791.207000,-1.474571
1794.207000,-1.454371
1797.208000,-1.439866
1800.208000,-1.445267
1803.208000,-1.413064
1806.207000,-1.379297
1809.207000,-1.364921
1812.207000,-1.342957
1815.205000,-1.323104
1818.206000,-1.300301
1821.206000,-1.283205
1824.206000,-1.264365
1827.206000,-1.245964
1830.206000,-1.226488
1833.204000,-1.212166
1836.204000,-1.192742
1839.204000,-1.171281
1842.205000,-1.158767
1845.205000,-1.137409
1848.203000,-1.121554
1851.203000,-1.104284
1854.203000,-1.085829
1857.203000,-1.069011
1860.203000,-1.050277
1863.202000,-1.032399
1866.202000,-1.020440
1869.202000,-1.009263
1872.202000,-0.986935
1875.202000,-0.989342
1878.202000,-0.955340
1881.200000,-0.941267
1884.201000,-0.943218
1887.201000,-0.911348
1890.201000,-0.892770
1893.201000,-0.881640
1896.199000,-0.867043
1899.199000,-0.860873
1902.199000,-0.840612
1905.200000,-0.839337
1908.200000,-0.817795
1911.198000,-0.806339
1914.198000,-0.796113
1917.198000,-0.784701
1920.198000,-0.776131
1923.198000,-0.787533
1926.197000,-0.756411
1929.198000,-0.759926
1932.197000,-0.737251
1935.197000,-0.728012
1938.197000,-0.719805
1941.197000,-0.712201
1944.195000,-0.728487
1947.195000,-0.709267
1950.196000,-0.693966
1953.196000,-0.691841
1956.196000,-0.705089
1959.194000,-0.676421
1962.194000,-0.670227
1965.194000,-0.667277
1968.194000,-0.690131
1971.195000,-0.668725
1974.195000,-0.658353
1977.193000,-0.678832
1980.193000,-0.672138
1983.192000,-0.658676
1986.192000,-0.676245
1989.192000,-0.660423
1992.192000,-0.661885
1995.193000,-0.678403
1998.191000,-0.671883
2001.191000,-0.681085
2004.191000,-0.688387
2007.191000,-0.690954
2010.191000,-0.686827
2013.191000,-0.698117
2016.190000,-0.697913
2019.190000,-0.692249
2022.190000,-0.696672
2025.190000,-0.712796
2028.190000,-0.720179
2031.188000,-0.720944
2034.188000,-0.727206
2037.189000,-0.735650
2040.189000,-0.742687
2043.189000,-0.751114
2046.189000,-0.757267
2049.187000,-0.763118
2052.187000,-0.772412
2055.187000,-0.781781
2058.187000,-0.789266
2061.188000,-0.795991
2064.186000,-0.802735
2067.186000,-0.812152
2070.186000,-0.822415
2073.186000,-0.832875
2076.186000,-0.842431
2079.184000,-0.851983
2082.185000,-0.863334
2085.185000,-0.873947
2088.185000,-0.883115
2091.185000,-0.893290
2094.183000,-0.906347
2097.183000,-0.920027
2100.183000,-0.925847
2103.184000,-0.941827
2106.184000,-0.951818
2109.184000,-0.961945
2112.182000,-0.974948
2115.182000,-0.989940
2118.182000,-0.999894
2121.182000,-1.012699
2124.182000,-1.026600
2127.181000,-1.036754
2130.181000,-1.050420
2133.181000,-1.060662
2136.181000,-1.075640
2139.180000,-1.089371
2142.180000,-1.102129
2145.180000,-1.115560
2148.181000,-1.127421
2151.179000,-1.138755
2154.179000,-1.153621
2157.179000,-1.167847
2160.179000,-1.179718
2163.179000,-1.191800
2166.179000,-1.205969
2169.178000,-1.218448
2172.178000,-1.232148
2175.178000,-1.245393
2178.178000,-1.260473
2181.178000,-1.274261
2184.176000,-1.287920
2187.176000,-1.298292
2190.176000,-1.312311
2193.177000,-1.324263
2196.177000,-1.336338
2199.175000,-1.351656
2202.175000,-1.365173
2205.175000,-1.375979
2208.175000,-1.387568
2211.175000,-1.400796
2214.174000,-1.413054
2217.175000,-1.424357
2220.175000,-1.436306
2223.173000,-1.447086
2226.173000,-1.454867
2229.173000,-1.464712
2232.173000,-1.472827
2235.174000,-1.486258
2238.172000,-1.493917
2241.172000,-1.506832
2244.172000,-1.516098
2247.172000,-1.525423
2250.172000,-1.533222
2253.172000,-1.539378
2256.170000,-1.549471
2259.171000,-1.556933
2262.171000,-1.566145
2265.171000,-1.575579
2268.171000,-1.577693
2271.169000,-1.584407
2274.169000,-1.591587
2277.169000,-1.598467
2280.170000,-1.599756
2283.170000,-1.608278
2286.168000,-1.609522
2289.168000,-1.615373
2292.168000,-1.623171
2295.168000,-1.625303
2298.168000,-1.627434
2301.169000,-1.629022
2304.167000,-1.633679
2307.167000,-1.634328
2310.167000,-1.638479
2313.167000,-1.641110
2316.167000,-1.627461
2319.165000,-1.621257
2322.165000,-1.638278
2325.166000,-1.643758
2328.166000,-1.642586
2331.166000,-1.631571
2334.166000,-1.622937
2337.164000,-1.635216
2340.164000,-1.641110
2343.164000,-1.619106
2346.165000,-1.633302
2349.165000,-1.619806
2352.163000,-1.629504
2355.163000,-1.622189
2358.163000,-1.603196
2361.163000,-1.617569
2364.163000,-1.614584
2367.162000,-1.595721
2370.162000,-1.597635
2373.162000,-1.589619
2376.162000,-1.583313
2379.162000,-1.574919
2382.160000,-1.586613
2385.160000,-1.572917
2388.160000,-1.556440
2391.161000,-1.569813
2394.161000,-1.560468
2397.161000,-1.535938
2400.159000,-1.531814
2403.159000,-1.526120
2406.159000,-1.515296
2409.159000,-1.507746
2412.160000,-1.498459
2415.158000,-1.492200
2418.158000,-1.478344
2421.158000,-1.474329
2424.158000,-1.458423
2427.158000,-1.454799
2430.156000,-1.445638
2433.157000,-1.435966
2436.157000,-1.432594
2439.157000,-1.414081
2442.157000,-1.407302
2445.155000,-1.396587
2448.155000,-1.383173
2451.155000,-1.376704
2454.155000,-1.369721
2457.156000,-1.353053
2460.156000,-1.341077
2463.154000,-1.327292
2466.154000,-1.314422
2469.154000,-1.302133
2472.154000,-1.296558
2475.154000,-1.279564
2478.153000,-1.271732
2481.153000,-1.257835
2484.153000,-1.249200
2487.153000,-1.241177
2490.153000,-1.227658
2493.151000,-1.216378
2496.151000,-1.201631
2499.152000,-1.196182
2502.152000,-1.178902
2505.152000,-1.172760
2508.152000,-1.163931
2511.150000,-1.151153
2514.150000,-1.132887
2517.150000,-1.126109
2520.150000,-1.109700
2523.151000,-1.102806
2526.149000,-1.088113
2529.149000,-1.078282
2532.149000,-1.066588
2535.149000,-1.061257
2538.149000,-1.047846
2541.147000,-1.038447
2544.148000,-1.025060
2547.148000,-1.036108
2550.148000,-1.008056
2553.148000,-1.000645
2556.148000,-0.988087
2559.146000,-0.985422
2562.146000,-0.981985
2565.147000,-0.963298
2568.147000,-0.953188
2571.147000,-0.954847
2574.145000,-0.936331
2577.145000,-0.942062
2580.145000,-0.920618
2583.145000,-0.934498
2586.145000,-0.911042
2589.144000,-0.902611
2592.144000,-0.895489
2595.144000,-0.912606
2598.144000,-0.884275
2601.143000,-0.880297
2604.143000,-0.872098
2607.143000,-0.870745
2610.144000,-0.865142
2613.142000,-0.866638
2616.142000,-0.853343
2619.142000,-0.844195
2622.142000,-0.851262
2625.141000,-0.843828
2628.141000,-0.859408
2631.142000,-0.834636
2634.142000,-0.831698
2637.140000,-0.842067
2640.140000,-0.841190
2643.141000,-0.827793
2646.140000,-0.833412
2649.140000,-0.829159
2652.138000,-0.828877
2655.139000,-0.833633
2658.139000,-0.842369
2661.139000,-0.850440
2664.139000,-0.843379
2667.139000,-0.843454
2670.137000,-0.848726
2673.137000,-0.827854
2676.138000,-0.837947
2679.138000,-0.834119
2682.138000,-0.845694
2685.136000,-0.840935
2688.136000,-0.849773
2691.136000,-0.862647
2694.136000,-0.862841
2697.137000,-0.865958
2700.137000,-0.870218
2703.135000,-0.869086
2706.135000,-0.875266
2709.135000,-0.877075
2712.135000,-0.883822
2715.135000,-0.886644
2718.133000,-0.893813
2721.134000,-0.895224
2724.134000,-0.900323
2727.134000,-0.902802
2730.133000,-0.902710
2733.133000,-0.920367
2736.133000,-0.924664
2739.133000,-0.925969
2742.132000,-0.931789
2745.132000,-0.943843
2748.132000,-0.946012
2751.132000,-0.947957
2754.132000,-0.957091
2757.130000,-0.963825
2760.130000,-0.974812
2763.131000,-0.980921
2766.131000,-0.989012
2769.131000,-0.993652
2772.129000,-0.985748
2775.129000,-1.007400
2778.129000,-1.013855
2781.129000,-1.022422
2784.129000,-1.027552
2787.130000,-1.036934
2790.128000,-1.044301
2793.128000,-1.049757
2796.128000,-1.056274
2799.128000,-1.065055
2802.128000,-1.063045
2805.126000,-1.079662
2808.127000,-1.087661
2811.127000,-1.093858
2814.127000,-1.103288
2817.127000,-1.108350
2820.125000,-1.118324
2823.125000,-1.124035
2826.125000,-1.128696
2829.126000,-1.138371
2832.126000,-1.143371
2835.126000,-1.154304
2838.124000,-1.161538
2841.124000,-1.168425
2844.124000,-1.171434
2847.124000,-1.178892
2850.124000,-1.189808
2853.123000,-1.196043
2856.123000,-1.203895
2859.123000,-1.210840
2862.123000,-1.209015
2865.123000,-1.222341
2868.121000,-1.228327
2871.121000,-1.236163
2874.122000,-1.239610
2877.122000,-1.251199
2880.122000,-1.255305
2883.122000,-1.265494
2886.120000,-1.271827
2889.120000,-1.279051
2892.120000,-1.284697
2895.121000,-1.291496
2898.121000,-1.291999
2901.119000,-1.300481
2904.119000,-1.307586
2907.119000,-1.312552
2910.119000,-1.313732
2913.119000,-1.321190
2916.117000,-1.328758
2919.118000,-1.327184
2922.118000,-1.339687
2925.118000,-1.335363
2928.118000,-1.348230
2931.118000,-1.349076
2934.116000,-1.359315
2937.116000,-1.349080
2940.117000,-1.356025
2943.117000,-1.371798
2946.117000,-1.373389
2949.115000,-1.373460
2952.115000,-1.373862
2955.115000,-1.372923
2958.115000,-1.379967
2961.116000,-1.381582
2964.114000,-1.383278
2967.114000,-1.388877
2970.114000,-1.389122
2973.114000,-1.393701
2976.114000,-1.394068
2979.114000,-1.382098
2982.112000,-1.373005
2985.113000,-1.388024
2988.113000,-1.390791
2991.113000,-1.372968
2994.113000,-1.395275
2997.111000,-1.377404
3000.111000,-1.393680
3003.111000,-1.392076
3006.112000,-1.373831
3009.112000,-1.391049
3012.110000,-1.378359
3015.110000,-1.372607
3018.110000,-1.366937
3021.109000,-1.377023
3024.109000,-1.378526
3027.110000,-1.355481
3030.110000,-1.362783
3033.110000,-1.358360
3036.108000,-1.370554
3039.108000,-1.348865
3042.108000,-1.342862
3045.108000,-1.351031
3048.108000,-1.339292
3051.107000,-1.332565
3054.107000,-1.332674
3057.107000,-1.346295
3060.107000,-1.329301
3063.107000,-1.337559
3066.107000,-1.312695
3069.105000,-1.306637
3072.106000,-1.305396
3075.106000,-1.313232
3078.106000,-1.315058
3081.106000,-1.285323
3084.104000,-1.304761
3087.104000,-1.290959
3090.104000,-1.272357
3093.105000,-1.279537
3096.105000,-1.266697
3099.105000,-1.263790
3102.103000,-1.250900
3105.103000,-1.268349
3108.103000,-1.258324
3111.103000,-1.244152
3114.103000,-1.249190
3117.102000,-1.228841
3120.102000,-1.246657
3123.102000,-1.222337
3126.102000,-1.228351
3129.102000,-1.208376
3132.100000,-1.205201
3135.100000,-1.218778
3138.101000,-1.197277
3141.101000,-1.191300
3144.101000,-1.182050
3147.099000,-1.181231
3150.099000,-1.179701
3153.099000,-1.186307
3156.099000,-1.162956
3159.100000,-1.181207
3162.100000,-1.152444
3165.098000,-1.146465
3168.098000,-1.144983
3171.098000,-1.134033
3174.098000,-1.131466
3177.098000,-1.131592
3180.096000,-1.123607
3183.097000,-1.116220
3186.097000,-1.113990
3189.097000,-1.115295
3192.097000,-1.115285
3195.095000,-1.100361
3198.095000,-1.112225
3201.095000,-1.095799
3204.096000,-1.106977
3207.096000,-1.083442
3210.096000,-1.078006
3213.094000,-1.074393
3216.094000,-1.071075
3219.094000,-1.067873
3222.094000,-1.073655
3225.095000,-1.052912
3228.094000,-1.052657
3231.094000,-1.070422
3234.094000,-1.047452
3237.092000,-1.060574
3240.092000,-1.043689
